Typ;Nr;Namn;Address1;Address2;Address3;Address4;Address5;RT90x;RT90y
Ombud;076304-90A;Matöppet Linneryd;Lindvägen 2 B;;360 24;LINNERYD;Kronobergs län;6281608.877;1459057.016
Ombud;076405-91B;ICA Grytan Moheda;Västra Järnvägsgatan 7;;340 36;MOHEDA;Kronobergs län;6320312;1425264
Ombud;076409-90B;ICA Nära Dackehallen;Storgatan 12;;342 50;VISLANDA;Kronobergs län;6296405;1417231
Ombud;076411-91A;ICA Nära Ströbergs;Brovägen 8;;355 97;VÄXJÖ;Kronobergs län;6285546;1426460
Ombud;076411-92A;Tommy´s;Lönashult;;342 53;LÖNASHULT;Kronobergs län;6281006;1420697
Ombud;076502-91A;Handelsboden Häradsbäck;Älmhultsvägen 3;;343 92;HÄRADSBÄCK;Kronobergs län;6267783;1416705
Ombud;076504-91A;ICA Nära Liatorp;Växjövägen 500;;343 74;LIATORP;Kronobergs län;6283054;1405323
Ombud;076703-90B;Coop Nära Traryd;Hallandsvägen 3;;287 72;TRARYD;Kronobergs län;6274202;1373465
Ombud;076703-91C;Ica Nära Strömsnäsbruk;Lagastigsgatan 30;;287 31;STRÖMSNÄSBRUK;Kronobergs län;6271008;1372469
Ombud;078003-91B;Braås Järnhandel AB;Baron Rappes väg 28;;360 42;BRAÅS;Kronobergs län;6326148.889;1454639.117
Ombud;078008-91A;ICA Supermarket Ingelstad;Gamla Växjövägen 38;;360 44;INGELSTAD;Kronobergs län;6291417;1445814
Ombud;078012-90B;Kalvsviks Lanthandel;Telebro;;355 96;KALVSVIK;Kronobergs län;6290006;1433097
Ombud;078024-91A;ICA Supermarket Lammhult;Köpmannagatan 12;;360 30;LAMMHULT;Kronobergs län;6338854;1426104
Ombud;078102-90D;Matöppet i Agunnaryd;Brånavägen 6;;341 77;AGUNNARYD;Kronobergs län;6292397;1398577
Ombud;078103-90B;Ica Nära Ryssby;Storgatan 7;;341 76;RYSSBY;Kronobergs län;6305364;1399964
Ombud;078116-90A;ICA Nära Lidhult;Unnarydsvägen 1;;340 10;LIDHULT;Kronobergs län;6302533;1355516
Ombud;078119-90B;Affären i Tannåker;Tallbo Tannåker;;341 96;LJUNGBY;Kronobergs län;6316378.792;1376335.382
Ombud;082104-90A;ICA Nära Ekevågs;Kyrkvägen 10;;570 72;FAGERHULT;Kalmar län;6335765;1491368
Ombud;082104-91A;Bylyckan;Parkvägen 21;;579 93;GRÖNSKÅRA;Kalmar län;6327904;1495385
Ombud;084003-90B;ICA Nära Skansen;Köpmangatan 21 C;;386 50;MÖRBYLÅNGA;Kalmar län;6266593;1535755
Ombud;084008-90B;Ica Nära Grönhögen;Hamnvägen 6;;386 63;DEGERHAMN;Kalmar län;6237983;1536892
Ombud;084008-91B;Ica Nära Södra Möckleby;Södra Möcklebyvägen 36;;386 63;DEGERHAMN;Kalmar län;6247819;1537993
Ombud;086005-90B;Ica Nära Krysset;Södra Järnvägsgatan 22;;570 80;VIRSERUM;Kalmar län;6375699.889;1399955.477
Ombud;086008-90B;Ica Nära Mörlunda;Blockvägen;;570 84;MÖRLUNDA;Kalmar län;6354864;1503395
Ombud;086102-90C;Ica Nära Fliseryd;Kyrkvägen 22;;380 53;FLISERYD;Kalmar län;6333608;1527845
Ombud;088008-92A;Allans Livs;Tingshusvägen 6;;388 91;VASSMOLÖSA;Kalmar län;6274035;1521377
Ombud;088014-91A;ICA Nära Påryd;Pårydsgatan 40;;388 50;PÅRYD;Kalmar län;6271332;1507243
Ombud;088102-91A;Coop nära Alsterbro;Alstervägen 33;;380 44;ALSTERBRO;Kalmar län;6312786;1506624
Ombud;088109-92A;Handlelsboden i Målerås;Norra Måleråsvägen 4;;380 42;MÅLERÅS;Kalmar län;6309912;1485665
Ombud;088203-91A;Coop Konsum Figeholm;Ågatan 15;;572 75;FIGEHOLM;Kalmar län;6361018;1544806
Ombud;088204-90A;Konsum Kristdala;Nyhemsgatan 14;;570 91;KRISTDALA;Kalmar län;6363950;1523642
Ombud;088307-90B;Coop Konsum Överum;Piazzan;;590 96;ÖVERUM;Kalmar län;6429451;1530094
Ombud;088309-90B;Ica Nära Kusten;Bjursundsvägen 58;;590 95;LOFTAHAMMAR;Kalmar län;6420613;1552923
Ombud;088314-90A;Coop Nära Ankarsrum;Tjustvägen 9;;593 70;ANKARSRUM;Kalmar län;6430667.464;1511519.279
Ombud;088315-91A;Hjorteds Handelsträdgård HB;Sahultsvägen 14;;590 91;HJORTED;Kalmar län;6388788;1529819
Ombud;088315-92A;Totebo Lanthandel AB;Hagavägen 13;;590 92;TOTEBO;Kalmar län;6389652;1522717
Ombud;088315-93C;Blankaholms Lanthandel;Nedre Torget;;593 97;BLANKAHOLM;Kalmar län;6385260;1542692
Ombud;088409-90A;Tempo Tuna;Tuna;;598 96;VIMMERBY;Kalmar län;6381350;1516850
Ombud;088513-91A;ICA Nära Byxelkrok;Byxelkroksvägen 87;;387 75;BYXELKROK;Kalmar län;6356024;1572471
Ombud;088514-91A;ICA Nära Böda;Gamla Landsvägen 28;;387 72;LÖTTORP;Kalmar län;6346924;1575889
Ombud;088516-91A;Ica Nära trossen Sandvik;Norra Långgatan 3;;387 70;LÖTTORP;Kalmar län;6327859;1563790
Ombud;098004-90A;ICA Nyströms;Eke;;624 67;FÅRÖ;Gotlands län;6432355;1702859
Ombud;098005-91B;ICA Supermarket Bunge;Fårövägen 10;;624 62;FÅRÖSUND;Gotlands län;6420047;1692834
Ombud;098015-90B;Stenkyrka Affären AB;Hälge Stenkyrka 149;;624 42;TINGSTÄDE;Gotlands län;6411571.334;1660999.363
Ombud;098047-91B;Tempo Katthammarsvik;Jacob Häggs väg 18;;623 69;KATTHAMMARSVIK;Gotlands län;6370834;1682345
Ombud;098061-91C;Klinte Kiosk & Spel;Norra Kustvägen 10;;623 77;KLINTEHAMN;Gotlands län;6364963;1643993
Ombud;098065-91A;Ljugarns Handel;Lantmannavägen 1;;623 21;LJUGARN;Gotlands län;6360520;1674185
Ombud;098089-91A;Hoburgshallen;Hoburgsvägen 35;;623 35;BURGSVIK;Gotlands län;6325582;1650111
Ombud;108010-90A;Ica Nära Torhallen;Sandhamnsvägen 54;;370 42;TORHAMN;Blekinge län;6218533;1501944
Ombud;108011-90A;Sturköhallen;Sturkövägen 81;;370 43;STURKÖ;Blekinge län;6220627;1491753
Ombud;108011-91B;Ica Nära Drottningskär;Aspö 4;;370 22;DROTTNINGSKÄR;Blekinge län;6220598;1484679
Ombud;108012-91A;Ica Nära Senoren;Senoren;;373 02;RAMDALA;Blekinge län;6222340;1495837
Ombud;108016-91D;Tempo Holmsjö;Holmsjövägen 85;;370 34;HOLMSJÖ;Blekinge län;6253283;1485097
Ombud;108017-90B;Tempo Tving;Nävragölsvägen 2;;370 33;TVING;Blekinge län;6242623;1478688
Ombud;108019-90B;Coop Nära Hasslö;Fiskaregårdsvägen 68;;370 23;HASSLÖ;Blekinge län;6220806;1479532
Ombud;108103-90B;Ica Nära Backaryd;Värendsvägen 53;;370 11;BACKARYD;Blekinge län;6246908;1459610
Ombud;108110-90A;ICA Nära Bräkne-Hoby;Bräknevägen 1;;372 61;BRÄKNE-HOBY;Blekinge län;6234059;1457291
Ombud;108304-90A;Matöppet Hällevik;Strandvägen 11;;294 72;SÖLVESBORG;Blekinge län;6209929.45;1431095.69
Ombud;116014-90A;ICA Supermarket Brösarp;Albovägen 34;;273 50;BRÖSARP;Skåne län;6178558;1393325
Ombud;116302-91B;Ica Nära Lönsboda;Bredgatan 1;;280 70;LÖNSBODA;Skåne län;6253147;1408324
Ombud;116802-90A;Heberleins delikatess kött & chark;Vantingevägen 15;;260 91;FÖRSLÖV;Skåne län;6251099;1315387
Ombud;116806-90A;Torekov Båt & Motor;Litorinavägen 15;;269 77;TOREKOV;Skåne län;6259527;1304031
Ombud;118017-90B;Matöppet Everöd;Stora Vägen 54;;297 72;EVERÖD;Skåne län;6197976;1393002
Ombud;118029-90B;Eltjänster;Örtagårdsvägen 1;;297 31;DEGEBERGA;Skåne län;6191083;1392652
Ombud;118032-91B;Hemköp Tollarp;Gästgivaregatan 18;;298 31;TOLLARP;Skåne län;6202107;1385579
Ombud;118118-91B;ICA Supermarket Kivik;Killebacken 6;;277 31;KIVIK;Skåne län;6173924;1400475
Ombud;118305-90A;Matöppet Vinslöv;Torget 5;;288 31;VINSLÖV;Skåne län;6221085;1382477
Ombud;118312-90B;Vittsjö Blomsterhandel;Hässleholmsvägen 13;;280 22;VITTSJÖ;Skåne län;6248044;1367630
Ombud;118313-91B;Ica Supermarket Bjärnum;Järnvägsgatan 2;;280 20;BJÄRNUM;;6242365.34;1370257.985
Ombud;118315-91B;Ica Nära Toppen;Storgatan 2;;280 10;SÖSDALA;Skåne län;6213991.883;1367459.071
Ombud;118319-91B;Ica Nära Matlusten;Hantverksgatan 15;;282 31;TYRINGE;;6271302.962;1397661
Ombud;123305-90A;ICA Supermarket Skanör;Södergatan 12;;239 30;SKANÖR;Skåne län;6146475;1312460
Ombud;124113-90A;ICA Nära Röstånga;Skäralidsvägen 1;;260 24;RÖSTÅNGA;Skåne län;6211169;1343087
Ombud;125703-90A;Ica Nära Skånes Fagerhult;Strandvägen 16;;280 40;SKÅNES FAGERHULT;Skåne län;6251582;1355503
Ombud;128201-90A;Möllebackens Livs Ven;C/O Bring Cargo Att: Jonas Svensson;;211 24;Malmö;Skåne län;6202411.779;1305295.113
Ombud;128513-90B;Ica Nära Harlösa;Gårdstångavägen 4;;241 65;HARLÖSA;Skåne län;6178733;1356903
Ombud;128617-90B;Handlar´n i Löderup;Storgatan 44;;271 76;LÖDERUP;Skåne län;6146886;1392877
Ombud;128721-90A;Coop Nära Smygehamn;Kustvägen;;231 78;SMYGEHAMN;Skåne län;6137026;1344388
Ombud;129035-90A;Ica Nära Arkelstorp;Allarpsvägen 11;;290 37;ARKELSTORP;Skåne län;6228219;1405437
Ombud;138004-91A;Matöppet Simlångsdalen;Brearedsvägen 26;;310 38;SIMLÅNGSDALEN;Hallands län;6291229;1335825
Ombud;138005-90A;Ica Nära Oskarström;Köpmansgatan 1;;313 31;OSKARSTRÖM;Hallands län;6300822;1327137
Ombud;138014-90C;Eliassons Kiosk & Spel;Stationsgatan 3;;305 75;GETINGE;Hallands län;;
Ombud;138103-91A;AB Våxtorps Bilservice;Bygatan 1;;312 75;VÅXTORP;Hallands län;6257799;1334163
Ombud;138106-90A;Ica Nära Hishult;Getaryggarna 1;;310 21;HISHULT;Hallands län;6258477;1345906
Ombud;138109-90C;Konsum Knäred;Otterdalsvägen 6;;310 20;KNÄRED;Hallands län;6268532;1346604
Ombud;138213-90A;ICA Vessige;Stationsgatan 2;;310 58;VESSIGEBRO;Hallands län;6321268;1308234
Ombud;138220-90B;Fegenkiosken;Uhlabovgen 1;;310 62;FEGEN;Hallands län;6334479.716;1332297.195
Ombud;138223-90B;ICA Supermarket Ullared;Varbergsvägen 6;;311 60;ULLARED;Hallands län;6338776.416;1313012.015
Ombud;138319-91B;Hemköp Veddige;Viskastigen 25;;432 67;VEDDIGE;Hallands län;6354334;1290598
Ombud;138320-90C;Ica Nära Bua;Buacenter;;432 63;BUA;Hallands län;6353034;1281517
Ombud;140701-91A;Källö-Knippla, Coop Konsum;Centrumplatsen;;475 50;KÄLLÖ-KNIPPLA;Västra Götalands län;6410350;1252764
Ombud;141903-90A;Åstol Handelsbod;Hamnvägen 1;;471 44;ÅSTOL;Västra Götalands län;6429893;1250138
Ombud;141903-91A;Ica Nära Dyröboden;Hamnvägen 16;;471 43;DYRÖN;Västra Götalands län;;
Ombud;142107-90C;Tempo Mollösund;Grenvägen 2;;474 70;MOLLÖSUND;Västra Götalands län;6446956;1244346
Ombud;142108-90B;Käringöns Matbutik;C/o F¿rjan Tuvesvik;;474 04;KÄRINGÖN;Västra Götalands län;6451976.924;1238247.448
Ombud;142109-90B;Tempo Gullholmen;c/o Färjan Tuvesvik;;474 16;GULLHOLMEN;Västra Götalands län;6458936;1241088
Ombud;142702-90B;Konsum Klippan;Strandvägen 38;;450 45;BOHUS-MALMÖN;Västra Götalands län;6478260.378;1238632.568
Ombud;142706-91A;Ica Nära Bovall;Dinglevägen 1;;456 47;BOVALLSTRAND;Västra Götalands län;6492372;1238568
Ombud;143008-91B;Sörbygdens Snabbköp;Dinglevägen 3;;455 41;HEDEKAS;Västra Götalands län;6509448.089;1266282.406
Ombud;143502-90A;Tanumshede Järn och Färg AB;Riksvägen 133;;457 31;TANUMSHEDE;Västra Götalands län;6519982;1240661
Ombud;143503-91C;Tempo Resö;Oljeskär 9;;457 97;RESÖ;Västra Götalands län;6529395;1231942
Ombud;143506-91A;Grundsund Ica nära;Lönndalsvägen 45;;450 33;GRUNDSUND;Västra Götalands län;6462739;1242384
Ombud;143506-91C;Coop Konsum Fjällbacka;Jasminvägen 2;;457 40;FJÄLLBACKA;Västra Götalands län;6506090;1237555
Ombud;143506-92A;Arwidssons Järn AB;Norra Bohusvägen 4;;457 60;HÄLLEVADSHOLM;Västra Götalands län;6503262;1251759
Ombud;143506-93A;Ica Supermarket Skutan;Skutan 1;;450 70;HAMBURGSUND;Västra Götalands län;6501060;1236152
Ombud;143802-90A;Nössemarks Lanthandel Handlarn;Strand 130;;668 91;ED;Västra Götalands län;6563976;1272990
Ombud;148037-90A;Coop Konsum Styrsö;C/O Fiskebäck Godsfärjeläger;;426 58;Västra Frölunda;Västra Götalands län;6394988;1259601
Ombud;148203-90B;Coop Nära Marstrand;Arvidsvik;;440 30;MARSTRAND;Västra Götalands län;6425873;1250016
Ombud;148405-90A;Coop Konsum Brastad;Lysekilsvägen 3;;454 31;BRASTAD;Västra Götalands län;6481197;1247394
Ombud;148602-91B;Affären på Nordkoster;Lotsvägen 10;;452 04;NORDKOSTER;Västra Götalands län;6540385;1223563
Ombud;148607-92B;Ica Nära Sydkoster;Torget 2;;452 05;SYDKOSTER;Västra Götalands län;6539135;1224719
Ombud;148607-93B;Rossö Livs;Långesandsvägen 31;;752 95;STRÖMSTAD;Västra Götalands län;6535182;1232747
Ombud;148607-94A;Östads Livs;Östad;;450 84;BULLAREN;Västra Götalands län;6525740;1254703
Ombud;155206-91A;ICA Nära Länghem;Boråsvägen 26;;514 44;LÄNGHEM;Västra Götalands län;6389267;1346843
Ombud;155211-90B;ICA Nära Dalstorp;Ulricehamnsvägen 15.;;514 60;Dalstorp;;;
Ombud;156005-91A;Optimistens Lanthandel;Årjängsvägen 31;;666 93;GUSTAVSFORS;Västra Götalands län;6569152;1288820
Ombud;156304-90A;Sätila Bygg;Fjäråsvägen 8;;511 69;SÄTILA;Västra Götalands län;6384788;1297723
Ombud;156314-90A;Bilisten;Varbergsvägen 425;;519 30;HORRED;Västra Götalands län;6363729;1299725
Ombud;156316-90A;Älekulla Livs;Gunnarsjövägen;;511 94;ÄLEKULLA;Västra Götalands län;6362075;1314891
Ombud;158004-90A;ICA Nära Cypressen;Storgatan 21;;464 62;BRÅLANDA;Västra Götalands län;6498495;1298988
Ombud;158208-91A;Gittes Garn;Trollhättevägen 2;;466 30;SOLLEBRUNN;Västra Götalands län;6448702;1307215
Ombud;164302-90B;Hova Skoaffär;Torggatan 14;;548 32;HOVA;;6527178.272;1408357.833
Ombud;168018-90A;Freijs Livs;Järnvägsgatan 1;;548 73;LYRESTAD;Västra Götalands län;6521492;1399108
Ombud;168628-91A;Handelsboden i Kättilstorp;Storgatan 22;;521 95;KÄTTILSTORP;Västra Götalands län;6437236;1376373
Ombud;171503-91A;Konsum Nära Högboda;Stationsvägen 2;;665 93;KIL;Värmlands län;6607314;1344428
Ombud;173003-91A;Bygga Jarnske;Koppomsvägen 54;;670 41;KOPPOM;Värmlands län;6626200;1294195
Ombud;173004-91A;Coop Nära Skillingsfors;Boda 1;;670 43;SKILLINGSFORS;Värmlands län;6639174;1287261
Ombud;173005-91A;Coop Konsum Åmotfors;Jössevägen 1;;670 40;ÅMOTFORS;Värmlands län;6632049;1306530
Ombud;173702-90B;Finnskogens ostaffär;Lekvattnet 53;;685 91;TORSBY;Värmlands län;6678793;1326296
Ombud;173703-90D;Vitsands Närköp;Vitsand 150;;685 94;TORSBY;Värmlands län;6695070.516;1343970.286
Ombud;173705-90A;Östmarks Handels AB;Röjdåforsvägen 1;;685 97;ÖSTMARK;Värmlands län;6688364;1331878
Ombud;173705-91A;Sundelins Handel;Gränsen 110;;685 97;RÖJDÅFORS;Värmlands län;6700489;1323027
Ombud;173707-91B;Ica Nära Bograngen;Gränsvägen 18;;680 61;BOGRANGEN;Värmlands län;6736080;1324756
Ombud;173708-91A;Coop Konsum Sysslebäck;Näckåvägen 21;;680 60;SYSSLEBÄCK;Värmlands län;6738861;1339648
Ombud;173708-92A;Likenäs Allköp;Likenäsvägen 26;;680 63;LIKENÄS;Värmlands län;6725242;1348675
Ombud;173709-91B;Nordvärmlands Livs;Ambjörby 80;;680 52;AMBJÖRBY;Värmlands län;6710692;1355662
Ombud;173709-92B;Coop Nära Stöllet;Gamla vägen 1;;680 51;STÖLLET;Värmlands län;6701906;1360355
Ombud;173709-93A;Långflons Stormarknad;Långflon 29;;680 65;HÖLJES;Värmlands län;6774271;1326709
Ombud;176502-90A;Silleruds Livsmedel;Svensbyn;;672 95;ÅRJÄNG;Värmlands län;6548268.168;1281371.265
Ombud;176508-91B;Nya Kötthallen i Töcksfors AB;Sveavägen 24;;670 10;TÖCKSFORS;Värmlands län;6605319;1275565
Ombud;176604-90B;Ica Nära Rottnahallen;Skolvägen 2;;686 98;GRÄSMARK;Värmlands län;6650988.886;1338251.752
Ombud;176605-90A;Coop Nära Lysvik;Gamla vägen 40;;686 97;LYSVIK;Värmlands län;6658115;1351005
Ombud;178004-91F;Värmlands-Rasta;E18;;660 57;VÄSE;Värmlands län;6586171.534;1389188.841
Ombud;178006-91A;Coop Konsum Molkom;Stationsgatan 5;;660 60;MOLKOM;Värmlands län;6610894;1382362
Ombud;178105-91A;Ica Nyvalls Bäckhammar;BÄCKHAMMAR;;681 60;KRISTINEHAMN;Värmlands län;6561019;1407588
Ombud;178207-91A;AB Olas Livs;Stiftelsevägen 4;;680 96;LESJÖFORS;Värmlands län;6652534;1408996
Ombud;178302-90B;JLT:s Foto;Klarälvsvägen 11;;683 60;EKSHÄRAD;Värmlands län;6675010;1371836
Ombud;178405-90B;ICA Nära Glava;Hönacka Säljen;;670 20;GLAVA;Värmlands län;6607604;1316717
Ombud;178410-90A;Lundby Livs AB;Lundby;;671 96;MANGSKOG;Värmlands län;6629675;1332411
Ombud;178509-91A;Vikinghallen;Nyströmsvägen 1;;661 95;VÄRMLANDS NYSÄTER;Värmlands län;6577569;1327316
Ombud;178511-90A;Coop Nära Svanskog;Smedjegatan 1;;662 50;SVANSKOG;Värmlands län;6566513;1314092
Ombud;186003-90C;Tiveds Lanthandel;Sanneruds Bygata 23;;695 97;TIVED;Örebro län;6517506.882;1426603.844
Ombud;186102-91A;Soyas Ica-Hall;Askersundsvägen 26;;694 50;VRETSTORP;Örebro län;6545090;1446168
Ombud;186104-91C;Pålsboda Järn & Färg;Köpmangatan 4;;697 30;PÅLSBODA;Örebro län;6549338;1473149
Ombud;186202-91A;ICA Nära Åtorp;Torget;;693 70;ÅTORP;Örebro län;6555840;1417540
Ombud;188027-90A;Ica Nära Glansen;Torget;;703 85;GLANSHAMMAR;Örebro län;6577505;1476978
Ombud;188505-91A;Hemköp Fellingsbro;Hemvägen;;732 71;FELLINGSBRO;Örebro län;6590492;1487419
Ombud;190702-91A;Ica Jägar´n;Centrumvägen 4;;730 61;VIRSBO;Västmanlands län;6639163;1513527
Ombud;191702-90A;Lunda Handel;Tjärbrännarvägen 2;;744 92;HUDDUNGEBY;Uppsala län;6659542;1565614
Ombud;198007-90B;Ica Supermarket Skultuna;Krongjutarvägen 17;;726 31;SKULTUNA;Västmanlands län;6622272;1534984
Ombud;198102-91A;ICA Köplusten;Kopparbergsvägen 22;;730 71;SALBOHED;Västmanlands län;6643568;1530374
Ombud;198304-90B;Kolsva Handel;Bergslagsvägen 101;;730 30;KOLSVA;Västmanlands län;6608964;1502032
Ombud;198404-91A;Lungers Handel;Norra Lunger;;732 91;LUNGER;Västmanlands län;6577295;1492691
Ombud;202103-90D;Shell / Tempo;Riksväg 71;;780 53;NÅS;Dalarnas län;6704505;1427657
Ombud;202303-90A;Lima Handel;Kyrkbyn 114;;780 64;LIMA;Dalarnas län;6783012;1338927
Ombud;202303-91A;ICA Rörbäcksnäs;RÖRBÄCKSNÄS 3184;;780 64;LIMA;Dalarnas län;6783012;1338927
Ombud;202305-91B;Handlarn Sörsjön;Dalenvägen 118;;780 69;SÖRSJÖN;Dalarnas län;6813674;1354703
Ombud;202603-90B;Ica Nära Dala Floda;Stora vägen 38;;785 44;DALA-FLODA;Dalarnas län;6710651;1444879
Ombud;202603-91B;Tempo Björbo;Björbovägen 18;;785 45;BJÖRBO;Dalarnas län;6704783;1440877
Ombud;203103-90B;Konsum Boda;Björkallén 122;;795 96;BODA;Dalarnas län;6766203;1467943
Ombud;203104-91B;Oreboden;Furudal Bruksgatan 4;;790 70;FURUDAL;Dalarnas län;6786841;1465740
Ombud;203402-91A;Skattunge Handel;Landsvägen 500;;794 91;ORSA;Dalarnas län;6785970;1449140
Ombud;203904-90D;Särnaffär´n;Särnavägen 133;;790 90;SÄRNA;Dalarnas län;6844898;1359643
Ombud;203905-92B;Fjällbua;Grövelsjövägen 378;;790 91;IDRE;Dalarnas län;6888374;1317644
Ombud;206102-90A;Ica Nära Bärkehallen;Bärkevägen 30;;777 60;SÖDERBÄRKE;Dalarnas län;6661226;1486208
Ombud;206205-90A;Handlar´n Venjan;Tennängsvägen 5;;792 93;VENJAN;Dalarnas län;6761189;1397218
Ombud;208008-90A;Svärdsjö Färg;Borgärdesvägen 21;;790 23;SVÄRDSJÖ;Dalarnas län;6735676;1505292
Ombud;208008-91B;Hellboms Handel;Lumsheden 622;;812 94;ÅSHAMMAR;Dalarnas län;6732658;1524231
Ombud;208010-90A;Gulf Enviken;Tängervägen 1;;790 26;ENVIKEN;Dalarnas län;6743508;1497417
Ombud;208010-92A;Bingsjö Lanthandel AB;Bingsjö Lambornsvägen 15;;790 26;ENVIKEN;Dalarnas län;6767517;1491464
Ombud;208011-92A;Coop Konsum Bjursås;Mårtsbovägen 1;;790 21;BJURSÅS;Dalarnas län;6735905.494;1480255.098
Ombud;208083-91A;Kiosken;Stationsallén 1;;770 71;STJÄRNSUND;Dalarnas län;6701766;1522209
Ombud;208303-90B;Handlarn Smedby;Smedbyvägen 14.;;776 97;DALA-HUSBY;Dalarnas län;6696094;1512876
Ombud;208303-91A;ICA Mathyttan;Hyttgatan 5;;770 70;LÅNGSHYTTAN;Dalarnas län;6703814;1512487
Ombud;208403-91B;ICA Supermarket Horndal;Stora Vägen 47;;774 67;HORNDAL;Dalarnas län;6686359;1533139
Ombud;208502-90C;Coop Konsum Grängesberg;Kopparbergsvägen 54;;772 30;GRÄNGESBERG;Dalarnas län;6662151;1455582
Ombud;208503-90A;Ica Nära Grangärde;Gamla Vägen 31;;770 13;GRANGÄRDE;Dalarnas län;6683139;1454327
Ombud;208503-91B;Coop Nära Sunnansjö;Botbergsvägen 3;;770 12;SUNNANSJÖ;Dalarnas län;6677863;1453030
Ombud;208504-90B;Lilla Handelsboden Preem Macken;Ludvikavägen 4;;770 10;FREDRIKSBERG;Dalarnas län;6669981;1420505
Ombud;210101-90A;Tempo Åmot;Masungsvägen 2;;816 95;ÅMOTSBRUK;Gävleborgs län;6760818;1534840
Ombud;212103-90A;Alfta Bok o Pappershandel;Långgatan 59;;822 30;ALFTA;Gävleborgs län;6803402;1513987
Ombud;213201-90A;Ilsbo Bensin och Service AB;Bergsjövägen 8;;820 71;ILSBO;Gävleborgs län;6861507;1565548
Ombud;213202-90A;ICA Starks Supermarket;Strömsbruksvägen 6;;820 75;HARMÅNGER;Gävleborgs län;6869075;1574177
Ombud;213202-91B;Kajutan;Morängvägen 1;;820 74;STOCKA;Gävleborgs län;6865932;1580464
Ombud;213204-90B;ICA Stjärnan;Stationsvägen 29;;820 77;GNARP;Gävleborgs län;6883100;1575026
Ombud;213206-90B;Coop Nära Hassela;Torggränd 1;;820 78;HASSELA;Gävleborgs län;6888891;1547253
Ombud;216103-90B;Lotta-Boden;Gärdesvägen 3;;820 50;LOS;Jämtlands län;6847297.677;1466585.012
Ombud;216104-90A;Edlunds Foto & Data;Härjedalsvägen 177;;820 41;FÄRILA;Gävleborgs län;6854136;1504143
Ombud;216106-90A;Tempo Ramsjö;Sundsvägen 2;;820 46;RAMSJÖ;Gävleborgs län;6896717;1491896
Ombud;216107-90A;Järnhuset Järvsö AB;Turistvägen 70;;820 40;JÄRVSÖ;Gävleborgs län;6845018;1519335
Ombud;218003-92A;Konsum Norrsundet;Egnahemsgatan 24;;817 30;NORRSUNDET;Gävleborgs län;6757791;1572372
Ombud;218003-94A;Ica Nära Bergby;Vijvägen 38;;817 40;BERGBY;Gävleborgs län;6757639.667;1567603.589
Ombud;218004-90B;GNK Lagerköp;Skolvägen 18;;810 40;HEDESUNDA;Gävleborgs län;6697834;1566335
Ombud;218102-91A;Coop Konsum Storvik;Tingsgatan 10;;812 30;STORVIK;Gävleborgs län;6718685;1539827
Ombud;218103-90A;Ica Nära Järbo;Kungsforsvägen 12;;811 71;JÄRBO;Gävleborgs län;;
Ombud;218105-90A;Ica Nära Österfärnebo;Färnebovägen 903;;810 20;ÖSTERFÄRNEBO;Gävleborgs län;6688341;1554893
Ombud;218203-91C;Tempo Stråtjära;Kyrkvägen 1;;820 29;STRÅTJÄRA;Gävleborgs län;;
Ombud;218206-90A;Coop Konsum Bergvik;Variant Köpcenter;;820 23;BERGVIK;Gävleborgs län;6795397;1555624
Ombud;218208-90C;Ica Nära Trönö;Glamsta 990;;826 95;TRÖNÖDAL;Gävleborgs län;;
Ombud;218306-91B;Coop Konsum Kilafors;Stationsgatan 14;;823 30;KILAFORS;Gävleborgs län;6790791;1540776
Ombud;218309-92A;Icas Spelboa;Storgatan 26;;820 10;ARBRÅ;Gävleborgs län;;
Ombud;218407-90B;Coop Nära Enånger;Enångersvägen 33;;825 95;ENÅNGER;Gävleborgs län;6826502;1563843
Ombud;218408-90A;ICA Supermarket Delsbohallen;Edevägen 5;;820 60;DELSBO;Gävleborgs län;6854213;1539462
Ombud;218409-91A;ICA Nära Friggesund;Strömbackavägen 17;;820 62;BJURÅKER;Gävleborgs län;6864382;1538772
Ombud;218409-92A;Ängebo Livs;Ängebo 83;;820 62;BJURÅKER;Gävleborgs län;6873222;1527886
Ombud;218411-91B;Tempo;Forsåvägen 1;;820 64;NÄSVIKEN;Gävleborgs län;6849700;1556052
Ombud;226003-92B;Nära Dig;Turingevägen 18;;840 24;ÖVERTURINGEN;Västernorrlands län;6926885;1454352
Ombud;226004-91C;Östins Järnhandel;Fränstavägen 275;;840 12;FRÄNSTA;Västernorrlands län;6931816.781;1518831.915
Ombud;226203-91A;Ica Nära Söråker;Folketshusvägen 1;;860 35;SÖRÅKER;Västernorrlands län;6933893;1587758
Ombud;228005-91A;Mat & Nostalgi;Gammelgården 237;;871 94;VIKSJÖ;Västernorrlands län;6963845;1582404
Ombud;228107-90A;ICA Supermarket Stöde;Stödevägen 44;;860 13;STÖDE;Västernorrlands län;6923094;1540210
Ombud;228108-91C;Ica Supermarket Matfors;Skölevägen 2-4;;864 22;MATFORS;Västernorrlands län;;
Ombud;228109-92A;Lucksta Livs AB Matnära;Lindvägen 2;;864 92;MATFORS;Västernorrlands län;6910342;1564581
Ombud;228111-90C;Tempo Indal;Fältvägen 3;;860 40;INDAL;Västernorrlands län;6940857;1566621
